,sepal_length,sepal_width,petal_length,petal_width,class
0,2.0,4.0,1.0,1.0,Iris-setosa
1,2.0,3.0,1.0,1.0,Iris-setosa
2,1.0,4.0,1.0,1.0,Iris-setosa
3,1.0,3.0,1.0,1.0,Iris-setosa
4,2.0,4.0,1.0,1.0,Iris-setosa
5,2.0,5.0,1.0,1.0,Iris-setosa
6,1.0,4.0,1.0,1.0,Iris-setosa
7,2.0,4.0,1.0,1.0,Iris-setosa
8,1.0,3.0,1.0,1.0,Iris-setosa
9,2.0,3.0,1.0,1.0,Iris-setosa
10,2.0,5.0,1.0,1.0,Iris-setosa
11,1.0,4.0,1.0,1.0,Iris-setosa
12,1.0,3.0,1.0,1.0,Iris-setosa
13,1.0,3.0,1.0,1.0,Iris-setosa
14,3.0,6.0,1.0,1.0,Iris-setosa
15,3.0,6.0,1.0,1.0,Iris-setosa
16,2.0,5.0,1.0,1.0,Iris-setosa
17,2.0,4.0,1.0,1.0,Iris-setosa
18,3.0,5.0,1.0,1.0,Iris-setosa
19,2.0,5.0,1.0,1.0,Iris-setosa
20,2.0,4.0,1.0,1.0,Iris-setosa
21,2.0,5.0,1.0,1.0,Iris-setosa
22,1.0,4.0,1.0,1.0,Iris-setosa
23,2.0,4.0,1.0,2.0,Iris-setosa
24,1.0,4.0,1.0,1.0,Iris-setosa
25,2.0,3.0,1.0,1.0,Iris-setosa
26,2.0,4.0,1.0,1.0,Iris-setosa
27,2.0,4.0,1.0,1.0,Iris-setosa
28,2.0,4.0,1.0,1.0,Iris-setosa
29,1.0,4.0,1.0,1.0,Iris-setosa
30,1.0,3.0,1.0,1.0,Iris-setosa
31,2.0,4.0,1.0,1.0,Iris-setosa
32,2.0,6.0,1.0,1.0,Iris-setosa
33,3.0,6.0,1.0,1.0,Iris-setosa
34,2.0,3.0,1.0,1.0,Iris-setosa
35,2.0,4.0,1.0,1.0,Iris-setosa
36,3.0,4.0,1.0,1.0,Iris-setosa
37,2.0,3.0,1.0,1.0,Iris-setosa
38,1.0,3.0,1.0,1.0,Iris-setosa
39,2.0,4.0,1.0,1.0,Iris-setosa
40,2.0,4.0,1.0,1.0,Iris-setosa
41,1.0,1.0,1.0,1.0,Iris-setosa
42,1.0,4.0,1.0,1.0,Iris-setosa
43,2.0,4.0,1.0,2.0,Iris-setosa
44,2.0,5.0,1.0,1.0,Iris-setosa
45,1.0,3.0,1.0,1.0,Iris-setosa
46,2.0,5.0,1.0,1.0,Iris-setosa
47,1.0,4.0,1.0,1.0,Iris-setosa
48,2.0,5.0,1.0,1.0,Iris-setosa
49,2.0,4.0,1.0,1.0,Iris-setosa
50,5.0,4.0,4.0,4.0,Iris-versicolor
51,4.0,4.0,4.0,4.0,Iris-versicolor
52,5.0,3.0,4.0,4.0,Iris-versicolor
53,3.0,1.0,4.0,4.0,Iris-versicolor
54,4.0,2.0,4.0,4.0,Iris-versicolor
55,3.0,2.0,4.0,4.0,Iris-versicolor
56,4.0,4.0,4.0,4.0,Iris-versicolor
57,2.0,2.0,3.0,3.0,Iris-versicolor
58,4.0,3.0,4.0,4.0,Iris-versicolor
59,2.0,2.0,3.0,4.0,Iris-versicolor
60,2.0,1.0,3.0,3.0,Iris-versicolor
61,3.0,3.0,4.0,4.0,Iris-versicolor
62,3.0,1.0,4.0,3.0,Iris-versicolor
63,4.0,3.0,4.0,4.0,Iris-versicolor
64,3.0,3.0,3.0,4.0,Iris-versicolor
65,5.0,3.0,4.0,4.0,Iris-versicolor
66,3.0,3.0,4.0,4.0,Iris-versicolor
67,3.0,2.0,4.0,3.0,Iris-versicolor
68,4.0,1.0,4.0,4.0,Iris-versicolor
69,3.0,2.0,3.0,3.0,Iris-versicolor
70,3.0,4.0,4.0,5.0,Iris-versicolor
71,4.0,2.0,4.0,4.0,Iris-versicolor
72,4.0,2.0,4.0,4.0,Iris-versicolor
73,4.0,2.0,4.0,3.0,Iris-versicolor
74,4.0,3.0,4.0,4.0,Iris-versicolor
